project,version,tracer,kind,zrange,region,weight,close pair correction,available,data type,directory
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-1.1,SGCnoDES+NGC,default-fkp-oqe-wsys-imlin_finezbin_allebv,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.8-1.1,ALL,default-fkp-oqe-wsys-imlin_finezbin_allebv,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.8-1.1,DES,default-fkp-oqe-wsys-imlin_finezbin_allebv,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.8-1.1,GCcomb,default-fkp-oqe-wsys-imlin_finezbin_allebv,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.8-1.1,N,default-fkp-oqe-wsys-imlin_finezbin_allebv,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.8-1.1,NGC,default-fkp-oqe-wsys-imlin_finezbin_allebv,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.8-1.1,NGCnoN,default-fkp-oqe-wsys-imlin_finezbin_allebv,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.8-1.1,S,default-fkp-oqe-wsys-imlin_finezbin_allebv,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.8-1.1,SGC,default-fkp-oqe-wsys-imlin_finezbin_allebv,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.8-1.1,SGCnoDES,default-fkp-oqe-wsys-imlin_finezbin_allebv,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-0.8,DES,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-0.8,GCcomb,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-0.8,N,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-0.8,NGC,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-0.8,NGCnoN,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-0.8,SGC,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-0.8,SGCnoDES,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-0.9,DES,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-0.9,GCcomb,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-0.9,N,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-0.9,NGC,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-0.9,NGCnoN,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-0.9,SGC,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-0.9,SGCnoDES,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-1.0,DES,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-1.0,GCcomb,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-1.0,N,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-1.0,NGC,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-1.0,NGCnoN,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-1.0,SGC,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-1.0,SGCnoDES,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-1.1,ALL,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-1.1,DES,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-1.1,GCcomb,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-1.1,N,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-1.1,NGC,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-1.1,NGCnoN,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-1.1,S,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-1.1,SGC,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-1.1,SGCnoDES,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.4-1.1,SGCnoDES+NGC,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.8-1.1,ALL,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.8-1.1,DES,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.8-1.1,GCcomb,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.8-1.1,N,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.8-1.1,NGC,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.8-1.1,NGCnoN,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.8-1.1,S,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.8-1.1,SGC,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmb,mesh2_spectrum_poles,0.8-1.1,SGCnoDES,default-fkp-oqe-wsys-imlin_finezbin_allebvcmb,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmbxELGnotqso_zcmb,mesh2_spectrum_poles,0.8-1.1,GCcomb,default-fkp-oqe,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmbxELGnotqso_zcmb,mesh2_spectrum_poles,0.8-1.1,NGC,default-fkp-oqe,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmbxELGnotqso_zcmb,mesh2_spectrum_poles,0.8-1.1,SGC,default-fkp-oqe,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmbxQSO_zcmb,mesh2_spectrum_poles,0.8-1.1,GCcomb,default-fkp-oqe,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmbxQSO_zcmb,mesh2_spectrum_poles,0.8-1.1,NGC,default-fkp-oqe,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRG_zcmbxQSO_zcmb,mesh2_spectrum_poles,0.8-1.1,SGC,default-fkp-oqe,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRGxELGnotqso,mesh2_spectrum_poles,0.8-1.1,GCcomb,default-fkp-oqe,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRGxELGnotqso,mesh2_spectrum_poles,0.8-1.1,NGC,default-fkp-oqe,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRGxELGnotqso,mesh2_spectrum_poles,0.8-1.1,SGC,default-fkp-oqe,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRGxELGnotqso,mesh2_spectrum_poles,0.8-1.1,GCcomb,default-fkp-oqexdefault-fkp-oqe-wsys-imlin,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRGxELGnotqso,mesh2_spectrum_poles,0.8-1.1,NGC,default-fkp-oqexdefault-fkp-oqe-wsys-imlin,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRGxELGnotqso,mesh2_spectrum_poles,0.8-1.1,SGC,default-fkp-oqexdefault-fkp-oqe-wsys-imlin,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRGxQSO,mesh2_spectrum_poles,0.8-1.1,GCcomb,default-fkp,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRGxQSO,mesh2_spectrum_poles,0.8-1.1,NGC,default-fkp,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRGxQSO,mesh2_spectrum_poles,0.8-1.1,SGC,default-fkp,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRGxQSO,mesh2_spectrum_poles,0.4-3.5,GCcomb,default-fkp-oqe,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRGxQSO,mesh2_spectrum_poles,0.4-3.5,NGC,default-fkp-oqe,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRGxQSO,mesh2_spectrum_poles,0.4-3.5,SGC,default-fkp-oqe,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRGxQSO,mesh2_spectrum_poles,0.8-1.1,GCcomb,default-fkp-oqe,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRGxQSO,mesh2_spectrum_poles,0.8-1.1,NGC,default-fkp-oqe,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,LRGxQSO,mesh2_spectrum_poles,0.8-1.1,SGC,default-fkp-oqe,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,QSO,mesh2_spectrum_poles,0.8-1.1,GCcomb,default-fkp,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,QSO,mesh2_spectrum_poles,0.8-1.1,NGC,default-fkp,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,QSO,mesh2_spectrum_poles,0.8-1.1,SGC,default-fkp,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,QSO,mesh2_spectrum_poles,0.8-1.6,GCcomb,default-fkp,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,QSO,mesh2_spectrum_poles,0.8-1.6,NGC,default-fkp,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,QSO,mesh2_spectrum_poles,0.8-1.6,SGC,default-fkp,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,QSO,mesh2_spectrum_poles,0.8-3.5,GCcomb,default-fkp,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,QSO,mesh2_spectrum_poles,0.8-3.5,NGC,default-fkp,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,QSO,mesh2_spectrum_poles,0.8-3.5,SGC,default-fkp,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,QSO,mesh2_spectrum_poles,0.4-3.5,GCcomb,default-fkp-oqe,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,QSO,mesh2_spectrum_poles,0.4-3.5,NGC,default-fkp-oqe,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,QSO,mesh2_spectrum_poles,0.4-3.5,SGC,default-fkp-oqe,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,QSO,mesh2_spectrum_poles,0.8-1.1,GCcomb,default-fkp-oqe,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,QSO,mesh2_spectrum_poles,0.8-1.1,NGC,default-fkp-oqe,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,QSO,mesh2_spectrum_poles,0.8-1.1,SGC,default-fkp-oqe,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,QSO,mesh2_spectrum_poles,0.8-1.6,GCcomb,default-fkp-oqe,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,QSO,mesh2_spectrum_poles,0.8-1.6,NGC,default-fkp-oqe,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
local_png/base,desi-data/loa-v1/v2/fNL/blinded,QSO,mesh2_spectrum_poles,0.8-1.6,SGC,default-fkp-oqe,None,1,data,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/local_png/base/desi-data/loa-v1/v2/fNL/blinded
